bin,bin_lower,bin_upper,count,confidence,accuracy,gap,dataset,subject,method,method_label,source_file
8,0.8,0.9,0,,,,BNCI2014_004,3,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_004,3,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
5,0.5,0.6000000000000001,7,0.5503428299220904,0.5714285714285714,0.021085741506481015,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
6,0.6000000000000001,0.7000000000000001,5,0.6473693132795242,1.0,0.3526306867204758,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
7,0.7000000000000001,0.8,8,0.7550997610259734,0.875,0.11990023897402657,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
8,0.8,0.9,9,0.8452183549479633,0.7777777777777778,0.06744057717018548,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
9,0.9,1.0,291,0.9937299087379581,0.9862542955326461,0.007475613205311982,BNCI2014_004,4,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
5,0.5,0.6000000000000001,24,0.5491928582365194,0.5833333333333334,0.03414047509681395,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
6,0.6000000000000001,0.7000000000000001,15,0.6530238244387666,0.6,0.05302382443876663,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
7,0.7000000000000001,0.8,18,0.7513724917438432,0.8888888888888888,0.1375163971450456,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
8,0.8,0.9,43,0.8494464737212954,0.9069767441860465,0.05753027046475101,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
9,0.9,1.0,220,0.9757072583119099,0.9636363636363636,0.012070894675546229,BNCI2014_004,5,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
5,0.5,0.6000000000000001,55,0.5534942813592664,0.6545454545454545,0.10105117318618817,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,58,0.6457910025343974,0.6551724137931034,0.009381411258706063,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
7,0.7000000000000001,0.8,41,0.7623496251555313,0.7560975609756098,0.006252064179921524,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
8,0.8,0.9,76,0.8590183654810625,0.9210526315789473,0.06203426609788487,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
9,0.9,1.0,90,0.9458568905044525,0.9777777777777777,0.031920887273325205,BNCI2014_004,6,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
5,0.5,0.6000000000000001,45,0.5461393020239166,0.4444444444444444,0.10169485757947216,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,44,0.654032644094428,0.6363636363636364,0.017669007730791608,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
7,0.7000000000000001,0.8,48,0.7439337219924554,0.6875,0.05643372199245544,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
8,0.8,0.9,58,0.8512397863956314,0.8793103448275862,0.02807055843195483,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
9,0.9,1.0,125,0.9632273440911466,0.912,0.0512273440911466,BNCI2014_004,7,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
5,0.5,0.6000000000000001,21,0.5521654508664529,0.42857142857142855,0.12359402229502431,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
6,0.6000000000000001,0.7000000000000001,12,0.6445820644958468,0.5833333333333334,0.06124873116251339,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
7,0.7000000000000001,0.8,19,0.7482877414900703,0.7894736842105263,0.04118594272045606,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
8,0.8,0.9,46,0.8541660661269568,0.782608695652174,0.07155737047478283,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
9,0.9,1.0,222,0.9779742723477435,0.9819819819819819,0.0040077096342384655,BNCI2014_004,8,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
5,0.5,0.6000000000000001,23,0.5540222904648534,0.8260869565217391,0.27206466605688573,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
6,0.6000000000000001,0.7000000000000001,26,0.6469798795534086,0.6923076923076923,0.04532781275428366,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
7,0.7000000000000001,0.8,31,0.7541506560055589,0.6774193548387096,0.07673130116684923,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
8,0.8,0.9,46,0.8526444288623825,0.8478260869565217,0.0048183419058607235,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
9,0.9,1.0,194,0.9740166963133557,0.9845360824742269,0.010519386160871114,BNCI2014_004,9,baseline,Baseline,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject9_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
5,0.5,0.6000000000000001,30,0.5541498189938662,0.5666666666666667,0.01251684767280048,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
6,0.6000000000000001,0.7000000000000001,36,0.6579615661336325,0.5555555555555556,0.10240601057807697,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
7,0.7000000000000001,0.8,36,0.7607588259237512,0.6666666666666666,0.09409215925708458,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
8,0.8,0.9,56,0.8491051274670763,0.6428571428571429,0.20624798460993343,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
9,0.9,1.0,162,0.9699315268307485,0.8271604938271605,0.14277103300358795,BNCI2014_004,1,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject1_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
5,0.5,0.6000000000000001,156,0.5489964137521466,0.5512820512820513,0.0022856375299047382,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
6,0.6000000000000001,0.7000000000000001,91,0.6497572865329777,0.6153846153846154,0.03437267114836229,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
7,0.7000000000000001,0.8,32,0.7314411795459603,0.625,0.10644117954596033,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
8,0.8,0.9,1,0.8677340616623452,1.0,0.13226593833765476,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_004,2,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject2_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
5,0.5,0.6000000000000001,320,0.5017477725606442,0.5375,0.0357522274393558,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
6,0.6000000000000001,0.7000000000000001,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
7,0.7000000000000001,0.8,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
8,0.8,0.9,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
9,0.9,1.0,0,,,,BNCI2014_004,3,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject3_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
5,0.5,0.6000000000000001,5,0.5391124279658877,0.8,0.2608875720341124,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
6,0.6000000000000001,0.7000000000000001,8,0.657865849785284,0.75,0.09213415021471605,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
7,0.7000000000000001,0.8,4,0.7793606846579835,0.75,0.02936068465798347,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
8,0.8,0.9,8,0.8616367480847525,0.75,0.11163674808475255,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
9,0.9,1.0,295,0.9953283147968393,0.9864406779661017,0.008887636830737566,BNCI2014_004,4,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject4_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
5,0.5,0.6000000000000001,14,0.5366228361762725,0.7142857142857143,0.1776628781094418,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
6,0.6000000000000001,0.7000000000000001,19,0.6606132367874796,0.5263157894736842,0.13429744731379545,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
7,0.7000000000000001,0.8,21,0.738409710544594,0.6190476190476191,0.11936209149697496,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
8,0.8,0.9,49,0.8563687745136204,0.8367346938775511,0.019634080636069307,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
9,0.9,1.0,217,0.9801519100401695,0.9447004608294931,0.035451449210676445,BNCI2014_004,5,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject5_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
5,0.5,0.6000000000000001,47,0.5536162837888062,0.5957446808510638,0.04212839706225757,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
6,0.6000000000000001,0.7000000000000001,45,0.64787473706382,0.6444444444444445,0.0034302926193755523,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
7,0.7000000000000001,0.8,43,0.7482434562536715,0.7441860465116279,0.004057409742043605,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
8,0.8,0.9,67,0.8547379465111213,0.9104477611940298,0.055709814682908476,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
9,0.9,1.0,118,0.9504967358865859,0.9661016949152542,0.01560495902866832,BNCI2014_004,6,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject6_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
3,0.30000000000000004,0.4,0,,,,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
4,0.4,0.5,0,,,,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
5,0.5,0.6000000000000001,44,0.5547055527324919,0.5909090909090909,0.03620353817659905,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
6,0.6000000000000001,0.7000000000000001,43,0.6442645315995651,0.627906976744186,0.016357554855379042,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
7,0.7000000000000001,0.8,60,0.7520766123722332,0.7333333333333333,0.01874327903889994,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
8,0.8,0.9,52,0.8498685928989158,0.8461538461538461,0.0037147467450696636,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
9,0.9,1.0,121,0.9629044059734103,0.9173553719008265,0.045549034072583816,BNCI2014_004,7,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject7_probabilities.npz
0,0.0,0.1,0,,,,BNCI2014_004,8,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
1,0.1,0.2,0,,,,BNCI2014_004,8,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
2,0.2,0.30000000000000004,0,,,,BNCI2014_004,8,seed_ensemble,Seed ensemble,results/calibration_workflow_bnci2014_004/probabilities/validation_only_selection_bnci2014_004_subject8_probabilities.npz
